Gene	ID	Description
MAS1LP1	00103	cell_surface_receptor_mediated_signal_transduction
KIT	00103	cell_surface_receptor_mediated_signal_transduction
RGS1	00103	cell_surface_receptor_mediated_signal_transduction
SPRY1	00103	cell_surface_receptor_mediated_signal_transduction
CRHR1	00103	cell_surface_receptor_mediated_signal_transduction
PIP5KL1	00103	cell_surface_receptor_mediated_signal_transduction
OR12D3	00103	cell_surface_receptor_mediated_signal_transduction
GNAI1	00103	cell_surface_receptor_mediated_signal_transduction
LRRC4C	00103	cell_surface_receptor_mediated_signal_transduction
PTK7	00103	cell_surface_receptor_mediated_signal_transduction
IL25	00103	cell_surface_receptor_mediated_signal_transduction
GPBAR1	00103	cell_surface_receptor_mediated_signal_transduction
GNRHR	00103	cell_surface_receptor_mediated_signal_transduction
GRK6	00103	cell_surface_receptor_mediated_signal_transduction
ANGPT4	00103	cell_surface_receptor_mediated_signal_transduction
SEMA6D	00103	cell_surface_receptor_mediated_signal_transduction
OR5M8	00103	cell_surface_receptor_mediated_signal_transduction
FGF16	00103	cell_surface_receptor_mediated_signal_transduction
LFNG	00103	cell_surface_receptor_mediated_signal_transduction
BDNF	00103	cell_surface_receptor_mediated_signal_transduction
KREMEN1	00103	cell_surface_receptor_mediated_signal_transduction
PTGER1	00103	cell_surface_receptor_mediated_signal_transduction
OR2L2	00103	cell_surface_receptor_mediated_signal_transduction
CD40	00103	cell_surface_receptor_mediated_signal_transduction
HRH1	00103	cell_surface_receptor_mediated_signal_transduction
LEFTY2	00103	cell_surface_receptor_mediated_signal_transduction
CSF1R	00103	cell_surface_receptor_mediated_signal_transduction
CAV1	00103	cell_surface_receptor_mediated_signal_transduction
TNFRSF10A	00103	cell_surface_receptor_mediated_signal_transduction
FOXA3	00103	cell_surface_receptor_mediated_signal_transduction
GRM5	00103	cell_surface_receptor_mediated_signal_transduction
RRH	00103	cell_surface_receptor_mediated_signal_transduction
AGAP5	00103	cell_surface_receptor_mediated_signal_transduction
XCR1	00103	cell_surface_receptor_mediated_signal_transduction
CSH2	00103	cell_surface_receptor_mediated_signal_transduction
GPR171	00103	cell_surface_receptor_mediated_signal_transduction
MTNR1A	00103	cell_surface_receptor_mediated_signal_transduction
LRRC52	00103	cell_surface_receptor_mediated_signal_transduction
FGF20	00103	cell_surface_receptor_mediated_signal_transduction
GNG10	00103	cell_surface_receptor_mediated_signal_transduction
TNFRSF10B	00103	cell_surface_receptor_mediated_signal_transduction
TIE1	00103	cell_surface_receptor_mediated_signal_transduction
GRB7	00103	cell_surface_receptor_mediated_signal_transduction
CX3CL1	00103	cell_surface_receptor_mediated_signal_transduction
RXFP3	00103	cell_surface_receptor_mediated_signal_transduction
CSF2RB	00103	cell_surface_receptor_mediated_signal_transduction
OR5J2	00103	cell_surface_receptor_mediated_signal_transduction
OR6B3	00103	cell_surface_receptor_mediated_signal_transduction
GNB2	00103	cell_surface_receptor_mediated_signal_transduction
IL1A	00103	cell_surface_receptor_mediated_signal_transduction
GPR174	00103	cell_surface_receptor_mediated_signal_transduction
OR5I1	00103	cell_surface_receptor_mediated_signal_transduction
APLNR	00103	cell_surface_receptor_mediated_signal_transduction
DOK5	00103	cell_surface_receptor_mediated_signal_transduction
PPAP2A	00103	cell_surface_receptor_mediated_signal_transduction
TLR5	00103	cell_surface_receptor_mediated_signal_transduction
CCL15	00103	cell_surface_receptor_mediated_signal_transduction
CCL14	00103	cell_surface_receptor_mediated_signal_transduction
REM2	00103	cell_surface_receptor_mediated_signal_transduction
GRM8	00103	cell_surface_receptor_mediated_signal_transduction
RND2	00103	cell_surface_receptor_mediated_signal_transduction
INPPL1	00103	cell_surface_receptor_mediated_signal_transduction
GNGT1	00103	cell_surface_receptor_mediated_signal_transduction
SEMA4G	00103	cell_surface_receptor_mediated_signal_transduction
DTX4	00103	cell_surface_receptor_mediated_signal_transduction
FOXD2	00103	cell_surface_receptor_mediated_signal_transduction
PPAP2B	00103	cell_surface_receptor_mediated_signal_transduction
FGFRL1	00103	cell_surface_receptor_mediated_signal_transduction
FOXQ1	00103	cell_surface_receptor_mediated_signal_transduction
LRRTM4	00103	cell_surface_receptor_mediated_signal_transduction
OR6K6	00103	cell_surface_receptor_mediated_signal_transduction
INPP5K	00103	cell_surface_receptor_mediated_signal_transduction
NGFR	00103	cell_surface_receptor_mediated_signal_transduction
MMD2	00103	cell_surface_receptor_mediated_signal_transduction
IL12B	00103	cell_surface_receptor_mediated_signal_transduction
TLR3	00103	cell_surface_receptor_mediated_signal_transduction
GH1	00103	cell_surface_receptor_mediated_signal_transduction
FOXO3B	00103	cell_surface_receptor_mediated_signal_transduction
GRIN3A	00103	cell_surface_receptor_mediated_signal_transduction
HOMER1	00103	cell_surface_receptor_mediated_signal_transduction
VN1R5	00103	cell_surface_receptor_mediated_signal_transduction
PTPRM	00103	cell_surface_receptor_mediated_signal_transduction
GDF7	00103	cell_surface_receptor_mediated_signal_transduction
PLCH2	00103	cell_surface_receptor_mediated_signal_transduction
TLR7	00103	cell_surface_receptor_mediated_signal_transduction
IL1F5	00103	cell_surface_receptor_mediated_signal_transduction
OR2AT4	00103	cell_surface_receptor_mediated_signal_transduction
PIK3C2G	00103	cell_surface_receptor_mediated_signal_transduction
GDF2	00103	cell_surface_receptor_mediated_signal_transduction
PPY	00103	cell_surface_receptor_mediated_signal_transduction
PIK3C2A	00103	cell_surface_receptor_mediated_signal_transduction
KREMEN2	00103	cell_surface_receptor_mediated_signal_transduction
DVL3	00103	cell_surface_receptor_mediated_signal_transduction
RGS3	00103	cell_surface_receptor_mediated_signal_transduction
AKAP6	00103	cell_surface_receptor_mediated_signal_transduction
TRIO	00103	cell_surface_receptor_mediated_signal_transduction
OGFRL1	00103	cell_surface_receptor_mediated_signal_transduction
RHOT1	00103	cell_surface_receptor_mediated_signal_transduction
AGAP11	00103	cell_surface_receptor_mediated_signal_transduction
ERBB3	00103	cell_surface_receptor_mediated_signal_transduction
INSR	00103	cell_surface_receptor_mediated_signal_transduction
LTB4R2	00103	cell_surface_receptor_mediated_signal_transduction
EFS	00103	cell_surface_receptor_mediated_signal_transduction
PDGFB	00103	cell_surface_receptor_mediated_signal_transduction
CCL24	00103	cell_surface_receptor_mediated_signal_transduction
PROKR2	00103	cell_surface_receptor_mediated_signal_transduction
OR5D16	00103	cell_surface_receptor_mediated_signal_transduction
HCRTR2	00103	cell_surface_receptor_mediated_signal_transduction
AVPR1A	00103	cell_surface_receptor_mediated_signal_transduction
CD48	00103	cell_surface_receptor_mediated_signal_transduction
RGS2	00103	cell_surface_receptor_mediated_signal_transduction
TIMD4	00103	cell_surface_receptor_mediated_signal_transduction
RAPGEF6	00103	cell_surface_receptor_mediated_signal_transduction
F2RL1	00103	cell_surface_receptor_mediated_signal_transduction
HCRT	00103	cell_surface_receptor_mediated_signal_transduction
PLCD3	00103	cell_surface_receptor_mediated_signal_transduction
OR9K2	00103	cell_surface_receptor_mediated_signal_transduction
GPR119	00103	cell_surface_receptor_mediated_signal_transduction
TACR2	00103	cell_surface_receptor_mediated_signal_transduction
OR13C5	00103	cell_surface_receptor_mediated_signal_transduction
RIC3	00103	cell_surface_receptor_mediated_signal_transduction
OR1L1	00103	cell_surface_receptor_mediated_signal_transduction
LRG1	00103	cell_surface_receptor_mediated_signal_transduction
LRRN4	00103	cell_surface_receptor_mediated_signal_transduction
CCR4	00103	cell_surface_receptor_mediated_signal_transduction
OGFR	00103	cell_surface_receptor_mediated_signal_transduction
ADORA3	00103	cell_surface_receptor_mediated_signal_transduction
MRGPRG	00103	cell_surface_receptor_mediated_signal_transduction
AMIGO3	00103	cell_surface_receptor_mediated_signal_transduction
OR3A2	00103	cell_surface_receptor_mediated_signal_transduction
CCL20	00103	cell_surface_receptor_mediated_signal_transduction
MAS1	00103	cell_surface_receptor_mediated_signal_transduction
RASGRP3	00103	cell_surface_receptor_mediated_signal_transduction
RGL2	00103	cell_surface_receptor_mediated_signal_transduction
PLCZ1	00103	cell_surface_receptor_mediated_signal_transduction
ADRB3	00103	cell_surface_receptor_mediated_signal_transduction
PLCH1	00103	cell_surface_receptor_mediated_signal_transduction
GPR135	00103	cell_surface_receptor_mediated_signal_transduction
TYRO3	00103	cell_surface_receptor_mediated_signal_transduction
CCL22	00103	cell_surface_receptor_mediated_signal_transduction
GNB1	00103	cell_surface_receptor_mediated_signal_transduction
NCK2	00103	cell_surface_receptor_mediated_signal_transduction
CCR10	00104	g-protein_mediated_signaling
RGS14	00104	g-protein_mediated_signaling
OR13A1	00104	g-protein_mediated_signaling
S1PR1	00104	g-protein_mediated_signaling
OPN1MW	00104	g-protein_mediated_signaling
RERG	00104	g-protein_mediated_signaling
FPR2	00104	g-protein_mediated_signaling
EFCAB1	00104	g-protein_mediated_signaling
MRGPRX2	00104	g-protein_mediated_signaling
NPY1R	00104	g-protein_mediated_signaling
RASL10B	00104	g-protein_mediated_signaling
TAAR8	00104	g-protein_mediated_signaling
GPR182	00104	g-protein_mediated_signaling
OR14K1	00104	g-protein_mediated_signaling
OR51E2	00104	g-protein_mediated_signaling
OR6M1	00104	g-protein_mediated_signaling
OR56B1	00104	g-protein_mediated_signaling
LOC402279	00104	g-protein_mediated_signaling
P2RY4	00104	g-protein_mediated_signaling
GNB5	00104	g-protein_mediated_signaling
GNG13	00104	g-protein_mediated_signaling
OR2K2	00104	g-protein_mediated_signaling
OR5D18	00104	g-protein_mediated_signaling
GPR12	00104	g-protein_mediated_signaling
FFAR2	00104	g-protein_mediated_signaling
RGS11	00104	g-protein_mediated_signaling
PPP1R1A	00104	g-protein_mediated_signaling
CYSLTR1	00104	g-protein_mediated_signaling
OR1I1	00104	g-protein_mediated_signaling
GNAI1	00104	g-protein_mediated_signaling
GPBAR1	00104	g-protein_mediated_signaling
LPHN1	00104	g-protein_mediated_signaling
NPY5R	00104	g-protein_mediated_signaling
P2RY13	00104	g-protein_mediated_signaling
PCP2	00104	g-protein_mediated_signaling
RHOBTB2	00104	g-protein_mediated_signaling
RGS17	00104	g-protein_mediated_signaling
GNAL	00104	g-protein_mediated_signaling
OR2L2	00104	g-protein_mediated_signaling
CXCR6	00104	g-protein_mediated_signaling
SSTR3	00104	g-protein_mediated_signaling
GPR132	00104	g-protein_mediated_signaling
TACR3	00104	g-protein_mediated_signaling
OR10Q1	00104	g-protein_mediated_signaling
OR10Z1	00104	g-protein_mediated_signaling
BAI2	00104	g-protein_mediated_signaling
GNB1L	00104	g-protein_mediated_signaling
PROKR1	00104	g-protein_mediated_signaling
RCVRN	00104	g-protein_mediated_signaling
OR5T1	00104	g-protein_mediated_signaling
VN1R1	00104	g-protein_mediated_signaling
OR51A2	00104	g-protein_mediated_signaling
RASGRF1	00104	g-protein_mediated_signaling
CCR1	00104	g-protein_mediated_signaling
OR10G4	00104	g-protein_mediated_signaling
NPFF	00104	g-protein_mediated_signaling
RGL3	00104	g-protein_mediated_signaling
TPBG	00104	g-protein_mediated_signaling
AGTR2	00104	g-protein_mediated_signaling
RALGPS2	00104	g-protein_mediated_signaling
HTR3C	00104	g-protein_mediated_signaling
CX3CR1	00104	g-protein_mediated_signaling
OR1D5	00104	g-protein_mediated_signaling
OR1D4	00104	g-protein_mediated_signaling
LOC729143	00104	g-protein_mediated_signaling
OR51E1	00104	g-protein_mediated_signaling
ADRA1A	00104	g-protein_mediated_signaling
PIP4K2A	00104	g-protein_mediated_signaling
OR13J1	00104	g-protein_mediated_signaling
LTB4R2	00104	g-protein_mediated_signaling
PIP4K2C	00104	g-protein_mediated_signaling
PROKR2	00104	g-protein_mediated_signaling
HCRTR2	00104	g-protein_mediated_signaling
OR2A42	00104	g-protein_mediated_signaling
NTSR1	00104	g-protein_mediated_signaling
HCRT	00104	g-protein_mediated_signaling
FPR3	00104	g-protein_mediated_signaling
OR51D1	00104	g-protein_mediated_signaling
GNG12	00104	g-protein_mediated_signaling
PLCG1	00104	g-protein_mediated_signaling
CXCR1	00104	g-protein_mediated_signaling
PPYR1	00104	g-protein_mediated_signaling
NPY	00104	g-protein_mediated_signaling
HTR1E	00104	g-protein_mediated_signaling
S1PR3	00104	g-protein_mediated_signaling
OR2D2	00104	g-protein_mediated_signaling
OR5M1	00104	g-protein_mediated_signaling
OR6X1	00104	g-protein_mediated_signaling
GPR109B	00104	g-protein_mediated_signaling
OR3A3	00104	g-protein_mediated_signaling
CCR8	00104	g-protein_mediated_signaling
KISS1R	00104	g-protein_mediated_signaling
PLCH1	00104	g-protein_mediated_signaling
REM1	00104	g-protein_mediated_signaling
CELSR1	00104	g-protein_mediated_signaling
OR2A2	00104	g-protein_mediated_signaling
ARHGEF9	00104	g-protein_mediated_signaling
SIRPD	00107	cytokine_and_chemokine_mediated_signaling_pathway
IL1RAPL2	00107	cytokine_and_chemokine_mediated_signaling_pathway
IL17D	00107	cytokine_and_chemokine_mediated_signaling_pathway
IFNA4	00107	cytokine_and_chemokine_mediated_signaling_pathway
TNFRSF11A	00107	cytokine_and_chemokine_mediated_signaling_pathway
LOC654056	00107	cytokine_and_chemokine_mediated_signaling_pathway
TNFSF14	00107	cytokine_and_chemokine_mediated_signaling_pathway
IL6ST	00107	cytokine_and_chemokine_mediated_signaling_pathway
CCL19	00107	cytokine_and_chemokine_mediated_signaling_pathway
CCL11	00107	cytokine_and_chemokine_mediated_signaling_pathway
CCL25	00107	cytokine_and_chemokine_mediated_signaling_pathway
TLR6	00107	cytokine_and_chemokine_mediated_signaling_pathway
TLR9	00107	cytokine_and_chemokine_mediated_signaling_pathway
IL13RA1	00107	cytokine_and_chemokine_mediated_signaling_pathway
CCL4	00107	cytokine_and_chemokine_mediated_signaling_pathway
CSF2RA	00107	cytokine_and_chemokine_mediated_signaling_pathway
IL1A	00107	cytokine_and_chemokine_mediated_signaling_pathway
TRAF4	00107	cytokine_and_chemokine_mediated_signaling_pathway
CCR1	00107	cytokine_and_chemokine_mediated_signaling_pathway
ACVRL1	00107	cytokine_and_chemokine_mediated_signaling_pathway
IL1R2	00107	cytokine_and_chemokine_mediated_signaling_pathway
IFNA21	00107	cytokine_and_chemokine_mediated_signaling_pathway
LTA	00107	cytokine_and_chemokine_mediated_signaling_pathway
CCR6	00107	cytokine_and_chemokine_mediated_signaling_pathway
CCL23	00107	cytokine_and_chemokine_mediated_signaling_pathway
CCR4	00107	cytokine_and_chemokine_mediated_signaling_pathway
IL2RG	00107	cytokine_and_chemokine_mediated_signaling_pathway
SOS1	00108	receptor_protein_tyrosine_kinase_signaling_pathway
STAP1	00108	receptor_protein_tyrosine_kinase_signaling_pathway
FGFR2	00108	receptor_protein_tyrosine_kinase_signaling_pathway
LOC646981	00108	receptor_protein_tyrosine_kinase_signaling_pathway
GRB2	00108	receptor_protein_tyrosine_kinase_signaling_pathway
PDGFRL	00108	receptor_protein_tyrosine_kinase_signaling_pathway
PLXNA2	00108	receptor_protein_tyrosine_kinase_signaling_pathway
PLXND1	00108	receptor_protein_tyrosine_kinase_signaling_pathway
PDGFA	00108	receptor_protein_tyrosine_kinase_signaling_pathway
FRS2	00108	receptor_protein_tyrosine_kinase_signaling_pathway
STYK1	00108	receptor_protein_tyrosine_kinase_signaling_pathway
PLXNB1	00108	receptor_protein_tyrosine_kinase_signaling_pathway
LOC391771	00108	receptor_protein_tyrosine_kinase_signaling_pathway
PTPRA	00108	receptor_protein_tyrosine_kinase_signaling_pathway
SEMA6D	00108	receptor_protein_tyrosine_kinase_signaling_pathway
BDNF	00108	receptor_protein_tyrosine_kinase_signaling_pathway
RLN2	00108	receptor_protein_tyrosine_kinase_signaling_pathway
TIE1	00108	receptor_protein_tyrosine_kinase_signaling_pathway
EPHB4	00108	receptor_protein_tyrosine_kinase_signaling_pathway
EPHA4	00108	receptor_protein_tyrosine_kinase_signaling_pathway
NTF4	00108	receptor_protein_tyrosine_kinase_signaling_pathway
MET	00108	receptor_protein_tyrosine_kinase_signaling_pathway
CD8A	00108	receptor_protein_tyrosine_kinase_signaling_pathway
RASGEF1B	00108	receptor_protein_tyrosine_kinase_signaling_pathway
IGF1R	00108	receptor_protein_tyrosine_kinase_signaling_pathway
GAS6	00108	receptor_protein_tyrosine_kinase_signaling_pathway
FRS3	00108	receptor_protein_tyrosine_kinase_signaling_pathway
DOK6	00108	receptor_protein_tyrosine_kinase_signaling_pathway
EPHB3	00108	receptor_protein_tyrosine_kinase_signaling_pathway
SHC3	00108	receptor_protein_tyrosine_kinase_signaling_pathway
INPP5D	00108	receptor_protein_tyrosine_kinase_signaling_pathway
ACVR1B	00109	receptor_protein_serinethreonine_kinase_signaling_pathway
ZFYVE9	00109	receptor_protein_serinethreonine_kinase_signaling_pathway
SLIT3	00109	receptor_protein_serinethreonine_kinase_signaling_pathway
ACVR1	00109	receptor_protein_serinethreonine_kinase_signaling_pathway
SMAD1	00109	receptor_protein_serinethreonine_kinase_signaling_pathway
TOB2	00109	receptor_protein_serinethreonine_kinase_signaling_pathway
SMAD3	00109	receptor_protein_serinethreonine_kinase_signaling_pathway
ACVRL1	00109	receptor_protein_serinethreonine_kinase_signaling_pathway
BMPR2	00109	receptor_protein_serinethreonine_kinase_signaling_pathway
SLITRK6	00110	other_receptor_mediated_signaling_pathway
CTGF	00110	other_receptor_mediated_signaling_pathway
LRIG3	00110	other_receptor_mediated_signaling_pathway
CCDC88B	00110	other_receptor_mediated_signaling_pathway
FOXP2	00110	other_receptor_mediated_signaling_pathway
FOXB2	00110	other_receptor_mediated_signaling_pathway
SNTB1	00110	other_receptor_mediated_signaling_pathway
SEMA3B	00110	other_receptor_mediated_signaling_pathway
SEMA4A	00110	other_receptor_mediated_signaling_pathway
DVL1L1	00110	other_receptor_mediated_signaling_pathway
TGFB1	00110	other_receptor_mediated_signaling_pathway
FOXN4	00110	other_receptor_mediated_signaling_pathway
PKD1	00110	other_receptor_mediated_signaling_pathway
FOXJ1	00110	other_receptor_mediated_signaling_pathway
LINGO2	00110	other_receptor_mediated_signaling_pathway
OPTC	00110	other_receptor_mediated_signaling_pathway
SNTG1	00110	other_receptor_mediated_signaling_pathway
INHA	00110	other_receptor_mediated_signaling_pathway
HHATL	00110	other_receptor_mediated_signaling_pathway
TNFRSF1B	00110	other_receptor_mediated_signaling_pathway
DLG3	00110	other_receptor_mediated_signaling_pathway
SH3BP5	00111	intracellular_signaling_cascade
PRKCH	00111	intracellular_signaling_cascade
TLK1	00111	intracellular_signaling_cascade
ODZ3	00111	intracellular_signaling_cascade
RAB11A	00111	intracellular_signaling_cascade
PLK1	00111	intracellular_signaling_cascade
FKBP4	00111	intracellular_signaling_cascade
COX16	00111	intracellular_signaling_cascade
RYR1	00111	intracellular_signaling_cascade
SGK3	00111	intracellular_signaling_cascade
OXTR	00111	intracellular_signaling_cascade
ARHGAP12	00111	intracellular_signaling_cascade
LOC728433	00111	intracellular_signaling_cascade
HCK	00111	intracellular_signaling_cascade
TRPC1	00111	intracellular_signaling_cascade
LPAR2	00111	intracellular_signaling_cascade
IFNA17	00111	intracellular_signaling_cascade
IFNAR2	00111	intracellular_signaling_cascade
NUMB	00111	intracellular_signaling_cascade
STMN2	00111	intracellular_signaling_cascade
REL	00111	intracellular_signaling_cascade
MAP3K9	00111	intracellular_signaling_cascade
MAPK6	00111	intracellular_signaling_cascade
SSH3	00111	intracellular_signaling_cascade
ZFP36L1	00111	intracellular_signaling_cascade
TRPC4	00111	intracellular_signaling_cascade
LOC391771	00111	intracellular_signaling_cascade
RAB17	00111	intracellular_signaling_cascade
RAP2A	00111	intracellular_signaling_cascade
DGKE	00111	intracellular_signaling_cascade
KSR1	00111	intracellular_signaling_cascade
IL25	00111	intracellular_signaling_cascade
SMAD4	00111	intracellular_signaling_cascade
ARAF	00111	intracellular_signaling_cascade
SRGAP3	00111	intracellular_signaling_cascade
HTRA1	00111	intracellular_signaling_cascade
SPSB2	00111	intracellular_signaling_cascade
PRKCD	00111	intracellular_signaling_cascade
RAB26	00111	intracellular_signaling_cascade
SNX19	00111	intracellular_signaling_cascade
RAP2B	00111	intracellular_signaling_cascade
SCGN	00111	intracellular_signaling_cascade
SRGAP2	00111	intracellular_signaling_cascade
RPS6KA3	00111	intracellular_signaling_cascade
SHROOM3	00111	intracellular_signaling_cascade
RASEF	00111	intracellular_signaling_cascade
MAGIX	00111	intracellular_signaling_cascade
IL11RA	00111	intracellular_signaling_cascade
CSF2RA	00111	intracellular_signaling_cascade
CHN1	00111	intracellular_signaling_cascade
ABR	00111	intracellular_signaling_cascade
RAB40C	00111	intracellular_signaling_cascade
CALML5	00111	intracellular_signaling_cascade
NFKB1	00111	intracellular_signaling_cascade
PRKCQ	00111	intracellular_signaling_cascade
EPN3	00111	intracellular_signaling_cascade
PPP2R5B	00111	intracellular_signaling_cascade
RYR2	00111	intracellular_signaling_cascade
RHEBL1	00111	intracellular_signaling_cascade
RCN3	00111	intracellular_signaling_cascade
PRKCE	00111	intracellular_signaling_cascade
DAPL1	00111	intracellular_signaling_cascade
ISM2	00111	intracellular_signaling_cascade
TXK	00111	intracellular_signaling_cascade
CDC42BPG	00111	intracellular_signaling_cascade
PDZRN4	00111	intracellular_signaling_cascade
IL12B	00111	intracellular_signaling_cascade
AKAP3	00111	intracellular_signaling_cascade
PPP2R5D	00111	intracellular_signaling_cascade
TXNDC2	00111	intracellular_signaling_cascade
RAB32	00111	intracellular_signaling_cascade
DGKB	00111	intracellular_signaling_cascade
PDGFB	00111	intracellular_signaling_cascade
SPSB4	00111	intracellular_signaling_cascade
AVPR1A	00111	intracellular_signaling_cascade
FGF5	00111	intracellular_signaling_cascade
STAT6	00111	intracellular_signaling_cascade
GAB1	00111	intracellular_signaling_cascade
RBM22	00111	intracellular_signaling_cascade
DOCK11	00111	intracellular_signaling_cascade
DUSP14	00111	intracellular_signaling_cascade
CAMK2G	00111	intracellular_signaling_cascade
PPP1R1B	00111	intracellular_signaling_cascade
MINPP1	00111	intracellular_signaling_cascade
TNFRSF14	00111	intracellular_signaling_cascade
PI4KA	00111	intracellular_signaling_cascade
CD2	00111	intracellular_signaling_cascade
ELF5	00111	intracellular_signaling_cascade
SH2B1	00111	intracellular_signaling_cascade
SRGAP1	00111	intracellular_signaling_cascade
TRAF3	00111	intracellular_signaling_cascade
RP1L1	00111	intracellular_signaling_cascade
CAMK2D	00111	intracellular_signaling_cascade
PPM1B	00111	intracellular_signaling_cascade
RASGRP3	00111	intracellular_signaling_cascade
RAB39B	00111	intracellular_signaling_cascade
TRPC5	00111	intracellular_signaling_cascade
AZI2	00111	intracellular_signaling_cascade
CALM1	00112	calcium_mediated_signaling
ADRB2	00112	calcium_mediated_signaling
ITPR1	00112	calcium_mediated_signaling
CAMK2A	00112	calcium_mediated_signaling
VAV1	00112	calcium_mediated_signaling
TRPC3	00112	calcium_mediated_signaling
PPP3R2	00112	calcium_mediated_signaling
CXCL1	00112	calcium_mediated_signaling
ITPR2	00112	calcium_mediated_signaling
CAMK2D	00112	calcium_mediated_signaling
ADRB3	00112	calcium_mediated_signaling
PRKCZ	00112	calcium_mediated_signaling
IL17D	00114	mapkkk_cascade
PPM1N	00114	mapkkk_cascade
MYCN	00114	mapkkk_cascade
IFNA1	00114	mapkkk_cascade
PPM1K	00114	mapkkk_cascade
VEGFA	00114	mapkkk_cascade
DUSP5	00114	mapkkk_cascade
LOC100133567	00114	mapkkk_cascade
HRAS	00114	mapkkk_cascade
RAP2A	00114	mapkkk_cascade
IL25	00114	mapkkk_cascade
RAPGEF5	00114	mapkkk_cascade
IL6R	00114	mapkkk_cascade
VAV1	00114	mapkkk_cascade
DAB2	00114	mapkkk_cascade
PPM1L	00114	mapkkk_cascade
MAP3K13	00114	mapkkk_cascade
RAP1BL	00114	mapkkk_cascade
PPM1H	00114	mapkkk_cascade
IL12RB2	00114	mapkkk_cascade
CD2	00114	mapkkk_cascade
IL17F	00114	mapkkk_cascade
MAPK10	00114	mapkkk_cascade
RELB	00115	nf-kappab_cascade
DAP	00115	nf-kappab_cascade
IFNA21	00115	nf-kappab_cascade
TNFRSF19	00115	nf-kappab_cascade
AZI2	00115	nf-kappab_cascade
TRAF2	00116	jnk_cascade
IL5	00116	jnk_cascade
VAV2	00116	jnk_cascade
LOC644253	00116	jnk_cascade
JUNB	00116	jnk_cascade
IL13	00117	jak-stat_cascade
STAM2	00117	jak-stat_cascade
IFNAR1	00117	jak-stat_cascade
IL13RA1	00117	jak-stat_cascade
IL5RA	00117	jak-stat_cascade
SH2B2	00117	jak-stat_cascade
JAK2	00117	jak-stat_cascade
PTPN2	00117	jak-stat_cascade
STAMBP	00117	jak-stat_cascade
GDAP1L1	00119	other_intracellular_signaling_cascade
AKAP11	00119	other_intracellular_signaling_cascade
PPM1K	00119	other_intracellular_signaling_cascade
CDC42BPA	00119	other_intracellular_signaling_cascade
DOCK2	00119	other_intracellular_signaling_cascade
PSTPIP2	00119	other_intracellular_signaling_cascade
NMI	00119	other_intracellular_signaling_cascade
ARL15	00119	other_intracellular_signaling_cascade
PPP3CB	00119	other_intracellular_signaling_cascade
PPEF1	00119	other_intracellular_signaling_cascade
SH3PXD2A	00119	other_intracellular_signaling_cascade
SNX19	00119	other_intracellular_signaling_cascade
PPP5C	00119	other_intracellular_signaling_cascade
STAC	00119	other_intracellular_signaling_cascade
ROCK2	00119	other_intracellular_signaling_cascade
SH2B2	00119	other_intracellular_signaling_cascade
TLK2	00119	other_intracellular_signaling_cascade
CHN2	00119	other_intracellular_signaling_cascade
NGFR	00119	other_intracellular_signaling_cascade
TXNDC2	00119	other_intracellular_signaling_cascade
DGKH	00119	other_intracellular_signaling_cascade
SH2B3	00119	other_intracellular_signaling_cascade
PPM1H	00119	other_intracellular_signaling_cascade
ODZ1	00119	other_intracellular_signaling_cascade
PPP1R1B	00119	other_intracellular_signaling_cascade
RPS6KC1	00119	other_intracellular_signaling_cascade
RALGDS	00119	other_intracellular_signaling_cascade
ARHGAP27	00119	other_intracellular_signaling_cascade
DEPDC1	00119	other_intracellular_signaling_cascade
SLIT2	00120	cell_adhesion-mediated_signaling
SNED1	00120	cell_adhesion-mediated_signaling
TSPAN8	00120	cell_adhesion-mediated_signaling
PVRL2	00120	cell_adhesion-mediated_signaling
DDR2	00120	cell_adhesion-mediated_signaling
TSPAN5	00120	cell_adhesion-mediated_signaling
PCDHB2	00120	cell_adhesion-mediated_signaling
CD82	00120	cell_adhesion-mediated_signaling
PCDHGA11	00120	cell_adhesion-mediated_signaling
AGRN	00120	cell_adhesion-mediated_signaling
ADAMTS4	00120	cell_adhesion-mediated_signaling
MXRA5	00120	cell_adhesion-mediated_signaling
SIGLEC12	00120	cell_adhesion-mediated_signaling
NRXN1	00120	cell_adhesion-mediated_signaling
KLRC4	00120	cell_adhesion-mediated_signaling
COL17A1	00120	cell_adhesion-mediated_signaling
VTN	00120	cell_adhesion-mediated_signaling
CD5	00120	cell_adhesion-mediated_signaling
ADAMTS9	00120	cell_adhesion-mediated_signaling
TSPAN4	00120	cell_adhesion-mediated_signaling
NCAM2	00120	cell_adhesion-mediated_signaling
IGSF10	00120	cell_adhesion-mediated_signaling
PSG9	00120	cell_adhesion-mediated_signaling
CELSR2	00120	cell_adhesion-mediated_signaling
CEACAM4	00120	cell_adhesion-mediated_signaling
MEGF11	00120	cell_adhesion-mediated_signaling
PCDHB5	00120	cell_adhesion-mediated_signaling
SLC26A6	00120	cell_adhesion-mediated_signaling
CD164L2	00120	cell_adhesion-mediated_signaling
PTPRU	00120	cell_adhesion-mediated_signaling
PCDHGA5	00120	cell_adhesion-mediated_signaling
ADAM23	00120	cell_adhesion-mediated_signaling
ADAM20	00120	cell_adhesion-mediated_signaling
LOC642935	00120	cell_adhesion-mediated_signaling
CDH22	00120	cell_adhesion-mediated_signaling
SDK1	00120	cell_adhesion-mediated_signaling
CDH6	00120	cell_adhesion-mediated_signaling
